texto_pregunta,tema_id,opciones,indices_correctos,explicacion,dificultad
"¿Cuál de los siguientes NO es un principio de diseño para la seguridad según Saltzer y Schroeder?",3,"[""El diseño de un sistema debe ser secreto para evitar ataques"",""El esquema elegido debe ser psicológicamente aceptable""]",0,"Según el apartado 3.2.6, uno de los principios es que 'el diseño de un sistema debe ser público', ya que los diseñadores se engañarán a sí mismos si piensan que los intrusos nunca llegarán a conocer el funcionamiento interno del sistema.",dificil
"¿Qué mecanismo garantiza que ningún proceso podrá obtener el control de la CPU sin renunciar al mismo en algún momento?",3,"[""Cronómetro"",""Modo dual""]",0,"Según el apartado 3.3, el cronómetro garantiza que ningún proceso podrá obtener el control de la CPU sin renunciar al mismo en algún momento.",dificil
"¿Qué tipo de ataque a la seguridad implica la suplantación de una orden interna del sistema por otra con el mismo nombre que realiza labores ilegales?",3,"[""Caballo de Troya"",""Puerta trasera""]",0,"Según el apartado 3.2.5, los caballos de Troya sustituyen una orden interna por otra con el mismo nombre, pero que realiza labores ilegales.",dificil
"Cuando un proceso tiene permiso de escritura pero no de lectura sobre un fichero en Unix, ¿qué operación podría realizar?",3,"[""Sobrescribir el fichero completo sin poder leer su contenido previo"",""Ninguna operación, ya que escribir requiere tener también permiso de lectura""]",0,"En Unix, un proceso puede escribir en un fichero sin tener permiso de lectura. Esto permite sobrescribir el fichero o añadir contenido, pero no leer lo que ya existía en él, siguiendo el principio del mínimo privilegio necesario.",dificil
"La principal diferencia entre spyware y un virus informático es:",3,"[""El spyware recopila información del usuario y la envía a terceros, mientras que el virus se replica a sí mismo infectando otros programas"",""El spyware solo afecta a navegadores web, mientras que el virus puede afectar a cualquier tipo de programa""]",0,"Según el apartado 3.2.5, el spyware se instala sin autorización para recopilar información del sistema y de la actividad del usuario, mientras que los virus se caracterizan por su habilidad para extenderse a otros programas.",dificil
"En Unix, cuando se eliminan los permisos de ejecución (x) de un directorio, ¿cuál es la consecuencia principal?",3,"[""No se puede acceder a los ficheros dentro del directorio aunque se conozcan sus nombres"",""Se pueden listar los ficheros pero no ejecutarlos""]",0,"Según el apartado 3.5.2, el permiso 'x' en un directorio permite acceder a los nodos-i de los ficheros del directorio. Sin este permiso, no se puede acceder a los ficheros aunque se conozcan sus nombres.",dificil
"Al ejecutar 'chmod 700 archivo' en Unix, ¿qué permisos estamos estableciendo?",3,"[""rwx------"",""rwxrwxrwx""]",0,"El comando chmod 700 establece permisos de lectura, escritura y ejecución solo para el propietario (rwx------), sin permisos para el grupo ni para otros usuarios.",dificil
"En un sistema de protección dinámico, una cancelación de derechos de acceso 'inmediata, selectiva, parcial y temporal' significa que:",3,"[""Los derechos se revocan al instante, afectan solo a usuarios específicos, se pueden cancelar solo algunos derechos y pueden recuperarse posteriormente"",""Los derechos se revocan gradualmente, afectan a todos los usuarios, se cancelan todos los derechos y nunca se pueden recuperar""]",0,"Según el apartado 3.3.7, estas características indican que la cancelación ocurre inmediatamente, afecta solo a usuarios seleccionados, puede cancelarse un subconjunto de derechos, y los derechos pueden recuperarse posteriormente.",dificil
"En la gestión de contraseñas, ¿qué técnica NO se considera efectiva para seleccionar contraseñas difíciles de adivinar?",3,"[""Usar palabras comunes del diccionario con alguna letra mayúscula"",""Usar acrónimos de frases largas combinados con números""]",0,"Según el apartado 3.4.2 y la figura 3.7, el uso de palabras comunes del diccionario es una práctica desaconsejada porque facilita los ataques de diccionario, mientras que los acrónimos de frases largas combinados con números son una estrategia recomendada.",dificil
"En el modelo de matriz de acceso, si los dominios también se tratan como objetos, ¿qué operación típica se define sobre ellos?",3,"[""Entrar"",""Modificar""]",1,"Según el apartado 3.3.3 y la figura 3.3(b), cuando los dominios también se consideran objetos, se define la operación 'Entrar' que indica si se puede entrar o no en el dominio correspondiente.",dificil
"Según el principio de mínimo privilegio en diseño de seguridad, los procesos deben:",3,"[""Tener acceso total a todos los recursos del sistema si están autorizados"",""Tener el mínimo privilegio posible que les permita realizar su trabajo""]",1,"Según el apartado 3.2.6, uno de los principios de diseño para la seguridad es que los procesos deben tener el mínimo privilegio posible que les permita seguir realizando su trabajo.",dificil
"En el fichero /etc/shadow de Unix, el formato del campo que guarda la contraseña es:",3,"[""$tipo$texto_plano$contraseña_cifrada"",""$tipo$base$contraseña_cifrada""]",1,"Según el apartado 3.4.1, el formato del campo que guarda la contraseña es: $tipo$base$contraseña_cifrada, donde el tipo indica el algoritmo empleado, la base es el valor original sin cifrar, y la contraseña cifrada es el resultado del algoritmo de hash.",dificil
"¿Cuál es el UID que corresponde al usuario con todos los privilegios en Unix?",3,"[""1000"",""0""]",1,"Según el apartado 3.5.1, entre todos los UID, existe uno especial que es el 0. Los procesos pertenecientes a este UID tienen todos los privilegios, es decir, pueden hacer cualquier cosa en el sistema.",dificil
"Si un proceso tiene permiso de escritura pero no de ejecución en un directorio Unix, ¿podrá crear nuevos ficheros en él?",3,"[""Sí, sin restricciones"",""No, porque la creación de ficheros requiere el permiso de ejecución además del de escritura""]",1,"Según el apartado 3.5.2, como la creación y eliminación de ficheros supone acceder a los nodos-i de los mismos, el permiso 'w' en un directorio será efectivo solo si se acompaña del permiso 'x'.",dificil
"En la tabla de ficheros abiertos de un proceso Unix, ¿qué información se almacena?",3,"[""Solo la ruta del fichero"",""Entre otras cosas, los permisos que el proceso tiene sobre ese fichero""]",1,"Según el apartado 3.5.4, la entrada en la tabla de ficheros abiertos contiene, entre otras cosas, los permisos para ese proceso sobre ese fichero (leer, escribir, etc.), funcionando como una lista de capacidades.",dificil
"Si un proceso en Unix abre un fichero con permisos de lectura y escritura, pero solicita abrirlo solo para lectura, ¿qué tipo de capacidad se creará en la tabla de ficheros abiertos?",3,"[""Una capacidad con permisos de lectura y escritura"",""Una capacidad con permiso solo de lectura""]",1,"Según el apartado 3.5.4, si se abre un fichero solo para lectura (aunque los permisos también permitan abrirlo para escritura), entonces se colocará una posibilidad de acceso de lectura en la entrada de la tabla.",dificil
"En Unix, ¿qué sucede si la ACL de un fichero cambia después de que un proceso lo haya abierto?",3,"[""El proceso pierde inmediatamente el acceso al fichero"",""El proceso puede seguir accediendo al fichero mientras lo tenga abierto""]",1,"Según el apartado 3.5.4, la ACL de un fichero solo se comprueba al abrirlo. Si un proceso abre un fichero y su ACL cambia después, el proceso podrá seguir accediendo al fichero mientras lo tenga abierto.",dificil
"¿Qué función cumple el algoritmo de cifrado en el esquema de contraseñas de Unix?",3,"[""Convertir la contraseña en un texto irreversible"",""Proteger temporalmente la contraseña durante la transmisión""]",1,"Según el apartado 3.4.1, la función crypt() realiza un cifrado irreversible (hash) de la contraseña, de modo que no existe una función inversa que pueda obtener la contraseña original a partir del resultado cifrado.",dificil
"¿Cuál de los siguientes NO es un requisito de seguridad en sistemas de computación?",3,"[""Adaptabilidad"",""Disponibilidad""]",0,"Según el apartado 3.2.1, los requisitos de seguridad en sistemas de computación son: confidencialidad, integridad y disponibilidad. La adaptabilidad no es un requisito específico de seguridad.",dificil
"En Unix, ¿qué par de identificadores determina el acceso efectivo a los recursos?",3,"[""(UID, GID)"",""(EUID, EGID)""]",1,"Según el apartado 3.5.3, el par (EUID, EGID) es el que realmente determina qué puede hacer un proceso y qué no, ya que representa el usuario y grupo efectivos con los que el proceso accede a los ficheros.",dificil
"¿Qué estrategia de gestión de contraseñas combina la selección por parte del usuario con un análisis automático de su robustez?",3,"[""Instrucción del usuario"",""Inspección proactiva de contraseñas""]",1,"Según el apartado 3.4.2, la inspección proactiva de contraseñas permite que un usuario elija su propia contraseña, pero la rechaza si el sistema estima que es fácilmente adivinable.",dificil
"En el contexto de listas de posibilidades, ¿qué significa 'Copiar posibilidad' como derecho genérico?",3,"[""Permitir a un proceso copiar un fichero"",""Crear una nueva posibilidad para el mismo objeto""]",1,"Según el apartado 3.3.5, entre los derechos genéricos aplicables a todas las posibilidades está 'Copiar posibilidad', que permite crear una nueva posibilidad para el mismo objeto.",dificil
"¿Qué herramienta típica se utiliza para probar la seguridad de un sistema contratando a expertos externos?",3,"[""Análisis estático de código"",""Equipo tigre o equipo de penetración""]",1,"Según el apartado 3.2.4, la forma más habitual de probar la seguridad de un sistema es contratar a un grupo de expertos para ver si son capaces de penetrar en él, conocido como equipo tigre o equipo de penetración.",dificil
"¿Qué principio establece que el sistema de protección debe usar mecanismos simples, uniformes e integrados hasta las capas más bajas?",3,"[""El principio de simplicidad en el diseño"",""El principio de integración del mecanismo de protección""]",1,"Según el apartado 3.2.6, uno de los principios establece que el mecanismo de protección debe ser simple, uniforme e integrado hasta las capas más bajas del sistema.",dificil
"¿Qué significa la 'S' en los permisos de un archivo ejecutable en Unix (como en -rwsr-xr-x)?",3,"[""El archivo es seguro y no puede ser modificado"",""El bit SETUID está activo, permitiendo ejecutar el programa con los privilegios del propietario""]",1,"Según el apartado 3.5.3, la 'S' en los permisos indica que el bit SETUID está activo, lo que permite a un proceso que ejecute ese programa adquirir el UID del propietario del archivo.",dificil
"¿Qué representan los primeros tres caracteres en el formato de permisos 'rwxr-xr--'?",3,"[""Los permisos para el usuario 'root'"",""Los permisos para el propietario del fichero""]",1,"Según el apartado 3.5.2, los primeros tres caracteres de la cadena de permisos representan los permisos para el usuario propietario del fichero (en este caso, lectura, escritura y ejecución).",dificil
"¿Qué tipo de amenaza representa un ataque donde se consume excesivamente el ancho de banda de una red?",3,"[""Una amenaza a la integridad"",""Una amenaza a la disponibilidad""]",1,"Según la tabla 3.1 del apartado 3.2.3, el consumo excesivo de ancho de banda es una amenaza a la disponibilidad, ya que impide que otros usuarios puedan acceder normalmente a los recursos de la red.",dificil
"En la autenticación de usuarios, ¿qué determina el ID de un usuario respecto a sus privilegios?",3,"[""El tiempo máximo que puede usar el sistema"",""Los privilegios acordados con el usuario, es decir, lo que puede y no puede hacer en el sistema""]",1,"Según el apartado 3.4, el ID determina los privilegios acordados con el usuario, es decir, lo que el usuario puede y no puede hacer en el sistema.",dificil
"¿Cuál es la principal ventaja de las listas de control de acceso frente a las capacidades?",3,"[""Facilitan más el conocimiento de quién puede acceder a cada objeto"",""Facilitan más el conocimiento de a qué objetos puede acceder cada usuario""]",0,"Según el apartado 3.3.6, las listas de control de acceso se corresponden directamente con las necesidades de los usuarios: cuando un usuario crea un objeto, especifica los dominios que pueden acceder al objeto así como las operaciones permitidas. Esto facilita conocer quién puede acceder a cada objeto, mientras que las listas de posibilidades son más útiles para saber a qué objetos puede acceder un proceso.",dificil
"¿Cuál de las siguientes NO es una solución efectiva al problema de la cancelación de posibilidades?",3,"[""Mantener un registro centralizado en memoria de todas las posibilidades existentes en el sistema"",""Hacer que cada posibilidad apunte hacia un objeto indirecto en vez de al objeto real""]",0,"Según el apartado 3.3.7, mantener un registro de todas las posibilidades podría consumir una cantidad importante de memoria y no sería útil si los procesos pueden transferir posibilidades sin conocimiento del sistema operativo. En cambio, usar objetos indirectos sí es una técnica viable para implementar la cancelación.",dificil
"Si en Unix se configuran los permisos de un directorio como 'r--r--r--', ¿qué operaciones podrán realizar los usuarios sobre él?",3,"[""Solo podrán listar su contenido pero no acceder a los ficheros ni crear/eliminar ficheros"",""Podrán listar su contenido y acceder a los ficheros pero no crear/eliminar ficheros""]",0,"Según el apartado 3.5.2, el permiso 'r' en un directorio permite listar su contenido, pero sin el permiso 'x' no es posible acceder a los nodos-i de los ficheros del directorio, por lo que no se podrá acceder a los ficheros ni a sus atributos, ni hacer que sea el directorio actual.",dificil
"¿Qué tipo de cancelación (revocación) de derechos de acceso permite las listas de control de acceso?",3,"[""Inmediata, selectiva, parcial y temporal"",""Solo general y permanente""]",0,"Según el apartado 3.3.7, con las listas de control de acceso, la cancelación es bastante sencilla y puede ser general o selectiva, total o parcial, o permanente o temporal.",dificil
"¿Qué significa el principio de diseño para seguridad que establece que 'se debe verificar la autorización actual'?",3,"[""El sistema debe comprobar los permisos cada vez que se intenta una operación, no solo al inicio"",""El sistema debe verificar que el usuario tenga una autorización válida en la base de datos de usuarios""]",0,"Según el apartado 3.2.6, se debe verificar la autorización actual, lo que significa que el sistema no debe verificar el permiso, determinar que el acceso está permitido y después no volver a hacer ningún tipo de comprobación.",dificil
